Time,1 LVL TZ: Zone Lights Electricity Rate (W) - Hourly,2 LVL TZ: Zone Lights Electricity Rate (W) - Hourly,1 LVL TZ: Zone Electric Equipment Electricity Rate (W) - Hourly,2 LVL TZ: Zone Electric Equipment Electricity Rate (W) - Hourly,CONST SPD FAN: Fan Electricity Rate (W) - Hourly,CONST SPD FAN 1: Fan Electricity Rate (W) - Hourly,FAN CONSTANT VOLUME 1: Fan Electricity Rate (W) - Hourly,1 SPD DX CLG COIL: Cooling Coil Electricity Rate (W) - Hourly,1 SPD DX CLG COIL 1: Cooling Coil Electricity Rate (W) - Hourly,COIL COOLING DX SINGLE SPEED 1: Cooling Coil Electricity Rate (W) - Hourly,PUMP CONSTANT SPEED 1: Pump Electricity Rate (W) - Hourly
15 Feb 15:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
15 Feb 16:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
15 Feb 17:00,137.5,870,0,125,204.85268064028352,0,97.14285714285711,0,0,0,32.24248204999236
15 Feb 18:00,1037.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
15 Feb 19:00,1037.5,870,5000,125,204.85268064028355,0,97.14285714285712,0,0,0,8.597995213331297
15 Feb 20:00,137.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
15 Feb 21:00,37.5,0,5000,0,204.85268064028352,0,97.14285714285712,0,0,0,0
15 Feb 22:00,37.5,0,0,0,204.85268064028355,0,97.14285714285712,0,0,0,0
15 Feb 23:00,37.5,0,5000,0,204.85268064028352,0,97.14285714285711,0,0,0,32.24248204999236
16 Feb 00:00,37.5,0,5000,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 01:00,0,0,0,0,204.85268064028358,0,97.14285714285717,0,0,0,0
16 Feb 02:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 03:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 04:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 05:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 06:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 07:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 08:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 09:00,100,870,0,125,204.85268064028355,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 10:00,100,870,0,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 11:00,100,870,0,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 12:00,1037.5,870,0,125,204.85268064028355,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 13:00,1262.5,870,2520,125,204.85268064028355,0,97.14285714285715,0,0,0,32.24248204999237
16 Feb 14:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 15:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 16:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
16 Feb 17:00,137.5,870,0,125,204.85268064028355,0,97.14285714285715,0,0,0,32.24248204999237
16 Feb 18:00,1037.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,1.343436752083015
16 Feb 19:00,1037.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 20:00,137.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
16 Feb 21:00,37.5,0,5000,0,204.85268064028355,0,97.14285714285712,0,0,0,0
16 Feb 22:00,37.5,0,0,0,204.85268064028358,0,97.14285714285717,0,0,0,0
16 Feb 23:00,37.5,0,5000,0,204.85268064028355,0,97.14285714285712,0,0,0,32.24248204999236
17 Feb 00:00,37.5,0,5000,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
17 Feb 01:00,0,37.5,0,0,204.85268064028358,0,97.14285714285717,0,0,0,0
17 Feb 02:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
17 Feb 03:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
17 Feb 04:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
17 Feb 05:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
17 Feb 06:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
17 Feb 07:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
17 Feb 08:00,75,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
17 Feb 09:00,941.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,56.28267128331125,0,0,32.242482049992354
17 Feb 10:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,47.563655430714846,0,0,32.24248204999236
17 Feb 11:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,37.45856492857775,0,0,32.24248204999236
17 Feb 12:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,60.06238246907452,0,0,32.24248204999236
17 Feb 13:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,74.50346717102515,0,0,32.24248204999236
17 Feb 14:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,67.22506667655279,0,0,32.24248204999236
17 Feb 15:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,65.68661791814766,0,0,32.24248204999236
17 Feb 16:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,64.50800657428721,0,0,32.24248204999236
17 Feb 17:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,66.14270414273183,0,0,32.24248204999236
17 Feb 18:00,1016.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,137.7252101394081,0,0,1.6121241024996182
17 Feb 19:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028352,0,0,93.14450642497665,0,0,0
17 Feb 20:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,108.95823062842885,0,0,0
17 Feb 21:00,0,37.5,8.76605952838605,0,204.85268064028355,0,97.14285714285712,0,0,0,0
17 Feb 22:00,0,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,0
17 Feb 23:00,900,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
18 Feb 00:00,75,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
18 Feb 01:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 02:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 03:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 04:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 05:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
18 Feb 06:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 07:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 08:00,75,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 09:00,941.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,47.52324634289234,0,0,32.24248204999236
18 Feb 10:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,47.928231585840756,0,0,32.24248204999236
18 Feb 11:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,37.82940649582309,0,0,32.24248204999236
18 Feb 12:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,57.442403123315785,0,0,32.24248204999236
18 Feb 13:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,69.49997631193726,0,0,32.24248204999236
18 Feb 14:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,68.7204539336123,0,0,32.24248204999236
18 Feb 15:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,69.25267049886409,0,0,32.24248204999236
18 Feb 16:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,69.12940011004042,0,0,32.24248204999236
18 Feb 17:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,68.34530093238563,0,0,32.24248204999236
18 Feb 18:00,1016.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,143.5110797975862,0,0,1.074749401666412
18 Feb 19:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028364,0,0,102.36249265433656,0,0,9.851869515275444
18 Feb 20:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,120.3458688377312,0,0,0
18 Feb 21:00,0,37.5,8.76605952838605,0,204.85268064028355,0,97.14285714285712,0,0,0,0
18 Feb 22:00,0,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,0
18 Feb 23:00,900,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
19 Feb 00:00,75,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
19 Feb 01:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 02:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 03:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 04:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 05:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
19 Feb 06:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 07:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 08:00,75,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 09:00,941.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,48.69267366061802,0,0,32.24248204999236
19 Feb 10:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,48.643862359359844,0,0,32.24248204999236
19 Feb 11:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,39.46018072927705,0,0,32.24248204999236
19 Feb 12:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,60.53623097672744,0,0,32.24248204999236
19 Feb 13:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,72.17704972625033,0,0,32.24248204999236
19 Feb 14:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,71.81810982614742,0,0,32.24248204999236
19 Feb 15:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,71.93935917037469,0,0,32.24248204999236
19 Feb 16:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,71.43515432241217,0,0,32.24248204999236
19 Feb 17:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,69.56791479181292,0,0,32.24248204999236
19 Feb 18:00,1016.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,143.33884950044094,0,0,0
19 Feb 19:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028352,0,0,105.60394094664258,0,0,0
19 Feb 20:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,104.31826166141815,0,0,0
19 Feb 21:00,0,37.5,8.76605952838605,0,204.85268064028358,0,97.14285714285715,0,0,0,0
19 Feb 22:00,0,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,0
19 Feb 23:00,900,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
20 Feb 00:00,75,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
20 Feb 01:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
20 Feb 02:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
20 Feb 03:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
20 Feb 04:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
20 Feb 05:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
20 Feb 06:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
20 Feb 07:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
20 Feb 08:00,75,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,9.404057264581105
20 Feb 09:00,941.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,48.44837589458691,0,0,32.24248204999236
20 Feb 10:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,48.629405986742825,0,0,32.24248204999236
20 Feb 11:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,38.4491803100878,0,0,32.24248204999236
20 Feb 12:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,59.46572451494266,0,0,32.24248204999236
20 Feb 13:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,72.12833195303436,0,0,32.24248204999236
20 Feb 14:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,70.46803822177726,0,0,32.24248204999236
20 Feb 15:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,69.64424991522218,0,0,32.24248204999236
20 Feb 16:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,70.14950873211147,0,0,32.24248204999236
20 Feb 17:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,75.94631955105257,0,0,32.24248204999236
20 Feb 18:00,1016.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,143.6727268733399,0,0,1.074749401666412
20 Feb 19:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028352,0,0,111.04134761112793,0,0,0
20 Feb 20:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028352,0,0,133.61816374038278,0,0,0
20 Feb 21:00,0,37.5,8.76605952838605,0,204.85268064028355,0,97.14285714285712,0,0,0,0
20 Feb 22:00,0,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,0
20 Feb 23:00,900,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
21 Feb 00:00,75,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
21 Feb 01:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
21 Feb 02:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
21 Feb 03:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
21 Feb 04:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
21 Feb 05:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
21 Feb 06:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
21 Feb 07:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
21 Feb 08:00,75,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,6.717183760415075
21 Feb 09:00,941.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028355,0,0,35.41646907916922,0,0,32.24248204999236
21 Feb 10:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,44.81449675257026,0,0,32.24248204999236
21 Feb 11:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,36.57546903378947,0,0,32.24248204999236
21 Feb 12:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,58.37142300752754,0,0,32.24248204999236
21 Feb 13:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,69.73431032946075,0,0,32.24248204999236
21 Feb 14:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,71.86959906911704,0,0,32.24248204999236
21 Feb 15:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,73.38754943438863,0,0,32.24248204999236
21 Feb 16:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,69.44065177917315,0,0,32.24248204999236
21 Feb 17:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,60.34477855570074,0,0,32.24248204999236
21 Feb 18:00,1016.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,136.26621613158832,0,0,0.537374700833206
21 Feb 19:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,96.41712602285229,0,0,6.269371509720737
21 Feb 20:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028352,0,0,117.60240266443277,0,0,0
21 Feb 21:00,0,37.5,8.76605952838605,0,204.85268064028355,0,97.14285714285712,0,0,0,0
21 Feb 22:00,0,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,0
21 Feb 23:00,900,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 00:00,75,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 01:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 02:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 03:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 04:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 05:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 06:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 07:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 08:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 09:00,100,870,0,125,204.85268064028355,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 10:00,100,870,0,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 11:00,100,870,0,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 12:00,1037.5,870,0,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 13:00,1262.5,870,2520,125,204.85268064028355,0,97.14285714285715,0,0,0,32.24248204999237
22 Feb 14:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 15:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 16:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
22 Feb 17:00,137.5,870,0,125,204.85268064028352,0,97.14285714285711,0,0,0,32.24248204999236
22 Feb 18:00,1037.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 19:00,1037.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 20:00,137.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
22 Feb 21:00,37.5,0,5000,0,204.85268064028355,0,97.14285714285712,0,0,0,0
22 Feb 22:00,37.5,0,0,0,204.85268064028355,0,97.14285714285712,0,0,0,0
22 Feb 23:00,37.5,0,5000,0,204.85268064028352,0,97.14285714285711,0,0,0,32.24248204999236
23 Feb 00:00,37.5,0,5000,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 01:00,0,0,0,0,204.85268064028358,0,97.14285714285717,0,0,0,0
23 Feb 02:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
23 Feb 03:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
23 Feb 04:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
23 Feb 05:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 06:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
23 Feb 07:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
23 Feb 08:00,0,0,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 09:00,100,870,0,125,204.85268064028355,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 10:00,100,870,0,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 11:00,100,870,0,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 12:00,1037.5,870,0,125,204.85268064028355,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 13:00,1262.5,870,2520,125,204.85268064028355,0,97.14285714285715,0,0,0,32.24248204999237
23 Feb 14:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 15:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 16:00,362.5,870,5020,125,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
23 Feb 17:00,137.5,870,0,125,204.85268064028352,0,97.14285714285711,0,0,0,32.24248204999236
23 Feb 18:00,1037.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0.6717183760415075
23 Feb 19:00,1037.5,870,5000,125,204.85268064028352,0,97.14285714285712,61.534776846165386,0,0,12.538743019441474
23 Feb 20:00,137.5,870,5000,125,204.85268064028352,0,97.14285714285712,0,0,0,0
23 Feb 21:00,37.5,0,5000,0,204.8526806402837,0,97.14285714285722,1101.3050606958302,0,0,0
23 Feb 22:00,37.5,0,0,0,204.85268064028355,0,97.14285714285712,0,0,0,0
23 Feb 23:00,37.5,0,5000,0,204.85268064028352,0,97.14285714285715,715.9751960016371,0,0,32.242482049992354
24 Feb 00:00,37.5,0,5000,0,204.85268064028358,0,97.14285714285717,823.3410075796686,0,0,32.242482049992354
24 Feb 01:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
24 Feb 02:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
24 Feb 03:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
24 Feb 04:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
24 Feb 05:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
24 Feb 06:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
24 Feb 07:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
24 Feb 08:00,75,37.5,0,0,204.85268064028355,0,97.14285714285712,0,0,0,0
24 Feb 09:00,941.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,51.85132373221786,0,0,32.24248204999236
24 Feb 10:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,46.46184313031197,0,0,32.24248204999236
24 Feb 11:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,56.929769090946685,0,0,32.24248204999236
24 Feb 12:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,68.35563873228409,0,0,32.24248204999236
24 Feb 13:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,80.45149243692562,0,0,32.24248204999236
24 Feb 14:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,84.23459398155218,0,0,32.24248204999236
24 Feb 15:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,87.84567539726201,0,0,32.24248204999236
24 Feb 16:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,87.89887241369661,0,0,32.24248204999236
24 Feb 17:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,77.96785539357604,0,0,32.24248204999236
24 Feb 18:00,1016.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,147.7220578070517,0,0,0
24 Feb 19:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,112.1704778186965,0,0,10.74749401666412
24 Feb 20:00,41.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,120.0438463901934,0,0,0
24 Feb 21:00,0,37.5,8.76605952838605,0,204.85268064028355,0,97.14285714285712,128.87131206184154,0,0,0
24 Feb 22:00,0,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,0
24 Feb 23:00,900,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
25 Feb 00:00,75,37.5,8.76605952838605,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
25 Feb 01:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
25 Feb 02:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
25 Feb 03:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
25 Feb 04:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
25 Feb 05:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,32.24248204999236
25 Feb 06:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
25 Feb 07:00,0,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
25 Feb 08:00,75,37.5,0,0,204.85268064028352,0,97.14285714285712,0,0,0,0
25 Feb 09:00,941.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,76.29058488052085,0,0,32.24248204999236
25 Feb 10:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,52.191783775061175,0,0,32.24248204999236
25 Feb 11:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,56.468450703513504,0,0,32.24248204999236
25 Feb 12:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,78.41784221406857,0,0,32.24248204999236
25 Feb 13:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,85.0484926031804,0,0,32.24248204999236
25 Feb 14:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,83.03118253119592,0,0,32.24248204999236
25 Feb 15:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,82.98549258051104,0,0,32.24248204999236
25 Feb 16:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,81.73463850215707,0,0,32.24248204999236
25 Feb 17:00,41.5261598103294,380.0908184352175,0,51.907699762911754,204.85268064028352,0,0,78.20600122941637,0,0,32.24248204999236
25 Feb 18:00,1016.5261598103294,380.0908184352175,5000,51.907699762911754,204.85268064028355,0,0,144.546897633464,0,0,0.537374700833206
