Time,600 GAL WATER HEATER - 600 KBTU/HR: Water Heater Heating Rate (W) - Hourly,COIL HEATING GAS 1: Heating Coil NaturalGas Rate (W) - Hourly,1 SPD DX CLG COIL: Cooling Coil Total Cooling Rate (W) - Hourly,1 SPD DX CLG COIL 1: Cooling Coil Total Cooling Rate (W) - Hourly,COIL COOLING DX SINGLE SPEED 1: Cooling Coil Total Cooling Rate (W) - Hourly
20 Apr 23:00,0,5083.241688953924,4501.313712993923,0,0
21 Apr 00:00,0,5337.31026130738,4369.557362420488,0,0
21 Apr 01:00,0,5594.517214974922,0,0,0
21 Apr 02:00,0,5872.706383037548,0,0,0
21 Apr 03:00,0,6159.800143532889,0,0,0
21 Apr 04:00,0,6446.845665608006,0,0,0
21 Apr 05:00,8086.046408457424,6554.674670738808,0,0,0
21 Apr 06:00,0,6534.523125768667,0,0,0
21 Apr 07:00,0,6514.27616635969,0,0,0
21 Apr 08:00,0,6266.000260151479,0,0,0
21 Apr 09:00,14395.608782839487,0,142.32788561438485,0,0
21 Apr 10:00,15220.760449889049,0,117.67816608751393,0,0
21 Apr 11:00,17995.451307995725,0,122.95997809938684,0,0
21 Apr 12:00,18821.824765180645,0,148.1439425077696,0,0
21 Apr 13:00,0,0,171.39308292278562,0,0
21 Apr 14:00,0,0,175.60349765292304,0,0
21 Apr 15:00,0,0,182.6504465592501,0,0
21 Apr 16:00,0,0,186.71850714262703,0,0
21 Apr 17:00,0,0,188.8400117435051,0,0
21 Apr 18:00,0,0,392.09984629757855,0,0
21 Apr 19:00,2699.081773428779,0,308.05820661833434,0,0
21 Apr 20:00,0,0,303.28009678560244,0,0
21 Apr 21:00,0,4032.4714998539826,483.60994987554324,0,0
21 Apr 22:00,0,4197.611835655317,0,0,0
21 Apr 23:00,0,4314.450521025181,0,0,0
22 Apr 00:00,0,4409.175673852609,0,0,0
22 Apr 01:00,0,4500.45354117138,0,0,0
22 Apr 02:00,0,4546.870790490772,0,0,0
22 Apr 03:00,0,4567.503211752864,0,0,0
22 Apr 04:00,0,4588.094092315568,0,0,0
22 Apr 05:00,8086.104939330568,4608.576750609857,0,0,0
22 Apr 06:00,0,4629.067316440737,0,0,0
22 Apr 07:00,0,4649.555530750676,0,0,0
22 Apr 08:00,0,4502.004363579265,0,0,0
22 Apr 09:00,17041.15169821197,0,197.4635875500077,0,0
22 Apr 10:00,15296.654489288236,0,126.47753098127431,0,0
22 Apr 11:00,18822.771172533867,0,136.98958596991636,0,0
22 Apr 12:00,17958.912618902796,0,181.5560387954308,0,0
22 Apr 13:00,0,0,210.27497461549504,0,0
22 Apr 14:00,0,0,211.20097377006235,0,0
22 Apr 15:00,0,0,211.68822727491064,0,0
22 Apr 16:00,0,0,212.23496727656868,0,0
22 Apr 17:00,0,0,211.52720741081416,0,0
22 Apr 18:00,0,0,404.0302517042528,0,0
22 Apr 19:00,899.1702216722593,0,313.83255576815867,0,0
22 Apr 20:00,0,0,333.4302013615691,0,0
22 Apr 21:00,0,2763.349890154054,724.7875036078716,0,0
22 Apr 22:00,0,2920.4339589242486,0,0,0
22 Apr 23:00,0,3061.017198577312,0,0,0
23 Apr 00:00,0,3184.021488303542,0,0,0
23 Apr 01:00,0,3308.2209598526993,0,0,0
23 Apr 02:00,0,3455.8126649308883,0,0,0
23 Apr 03:00,0,3620.5802034597823,0,0,0
23 Apr 04:00,0,3786.9393318183998,0,0,0
23 Apr 05:00,8086.086583666539,3735.8670928392276,0,0,0
23 Apr 06:00,0,3529.7616624265884,0,0,0
23 Apr 07:00,0,3324.9257402237404,0,0,0
23 Apr 08:00,2669.9336728444023,3203.6884947257017,0,0,0
23 Apr 09:00,17016.86700117796,0,205.59540771104358,0,0
23 Apr 10:00,15295.971404591566,0,143.92481161240138,0,0
23 Apr 11:00,18821.93679248476,0,179.92670392693393,0,0
23 Apr 12:00,17958.14771811848,0,221.0337010933844,0,0
23 Apr 13:00,0,0,227.75316773660026,0,0
23 Apr 14:00,0,0,225.9997220204941,0,0
23 Apr 15:00,0,0,237.58397113481354,0,0
23 Apr 16:00,0,0,231.7179628994982,0,0
23 Apr 17:00,0,0,225.4677289875183,0,0
23 Apr 18:00,0,0,409.76279555885134,0,0
23 Apr 19:00,0,0,331.0534326720372,0,0
23 Apr 20:00,0,0,336.19393205259917,0,0
23 Apr 21:00,0,3127.272552152459,1855.8961264229583,0,0
23 Apr 22:00,0,3222.6207802297085,0,0,0
23 Apr 23:00,0,3325.34087910288,1471.9743256315971,0,0
24 Apr 00:00,0,3427.558943550601,0,0,0
24 Apr 01:00,0,3530.6559315775553,0,0,0
24 Apr 02:00,0,3632.9061285315493,0,0,0
24 Apr 03:00,0,3723.1517344513304,0,0,0
24 Apr 04:00,0,3817.9357628051425,0,0,0
24 Apr 05:00,8085.99400474316,3884.737813710528,0,0,0
24 Apr 06:00,0,3913.8803510378316,0,0,0
24 Apr 07:00,0,3947.5845570823494,0,0,0
24 Apr 08:00,0,3808.0637157837195,0,0,0
24 Apr 09:00,11659.475860242876,0,213.5019715802363,0,0
24 Apr 10:00,17958.02290842233,0,135.45241909906028,0,0
24 Apr 11:00,18822.24244961954,0,147.9611801289656,0,0
24 Apr 12:00,17958.427916584595,0,184.5455996219223,0,0
24 Apr 13:00,0,0,213.29933214048447,0,0
24 Apr 14:00,0,0,225.30873427751612,0,0
24 Apr 15:00,0,0,234.33042104572905,0,0
24 Apr 16:00,0,0,235.74407641536004,0,0
24 Apr 17:00,0,0,213.08180038952977,0,0
24 Apr 18:00,0,0,402.9788616432391,0,0
24 Apr 19:00,0,0,353.4200292565456,0,0
24 Apr 20:00,0,0,431.5964263792311,0,0
24 Apr 21:00,0,3191.73350983745,1975.5771752447224,0,0
24 Apr 22:00,0,3324.798099674768,0,0,0
24 Apr 23:00,0,3448.6790351905997,1320.6524084546813,0,0
25 Apr 00:00,0,3571.8313114564885,0,0,0
25 Apr 01:00,0,3694.9934844354034,0,0,0
25 Apr 02:00,0,3769.918047386988,0,0,0
25 Apr 03:00,0,3810.132840195565,0,0,0
25 Apr 04:00,0,3850.737935675015,0,0,0
25 Apr 05:00,8086.05433960983,3891.8851562045825,0,0,0
25 Apr 06:00,0,3933.489800460821,0,0,0
25 Apr 07:00,0,3975.500602939428,0,0,0
25 Apr 08:00,0,3932.4677591670243,0,0,0
25 Apr 09:00,17052.0778609134,0,249.25720413511087,0,0
25 Apr 10:00,15296.667390409364,0,145.0113234188718,0,0
25 Apr 11:00,18822.786910153856,0,154.5405233056257,0,0
25 Apr 12:00,17959.57871714838,0,196.92733732138166,0,0
25 Apr 13:00,0,0,227.49706227435794,0,0
25 Apr 14:00,0,0,225.34932364228493,0,0
25 Apr 15:00,0,0,225.99747992651967,0,0
25 Apr 16:00,0,0,225.50991242716407,0,0
25 Apr 17:00,0,0,223.94733909737258,0,0
25 Apr 18:00,0,0,427.2313570009937,0,0
25 Apr 19:00,883.2904028483632,0,353.95186621429957,0,0
25 Apr 20:00,0,0,417.3307536490774,0,0
25 Apr 21:00,0,3790.8017745904467,1380.7166237503534,0,0
25 Apr 22:00,0,3873.829489808662,0,0,0
25 Apr 23:00,0,4015.493054595367,0,0,0
26 Apr 00:00,0,4198.812316981252,0,0,0
26 Apr 01:00,0,4381.985045389552,0,0,0
26 Apr 02:00,0,4506.459607986207,0,0,0
26 Apr 03:00,0,4601.010701345233,0,0,0
26 Apr 04:00,0,4692.274746530435,0,0,0
26 Apr 05:00,8086.096034601548,4750.636418536413,0,0,0
26 Apr 06:00,0,4803.603649254407,0,0,0
26 Apr 07:00,0,4853.127668893928,0,0,0
26 Apr 08:00,0,4773.990469454867,0,0,0
26 Apr 09:00,12523.872516062656,4597.11415875768,0,0,0
26 Apr 10:00,17993.852897344626,4423.704126703654,0,0,0
26 Apr 11:00,17919.94422233282,4318.415740577108,0,0,0
26 Apr 12:00,14324.907809450428,4243.824725511172,0,0,0
26 Apr 13:00,5396.793419992873,4172.736541729685,773.3058225194658,0,0
26 Apr 14:00,0,4122.4392397169795,2358.1344826903096,0,0
26 Apr 15:00,0,4069.1057733659377,2632.228609525861,0,0
26 Apr 16:00,0,4019.3005345092206,3001.1007939624255,0,0
26 Apr 17:00,0,4062.1894345202795,0,0,0
26 Apr 18:00,0,4153.219924893284,3272.7656324534782,0,0
26 Apr 19:00,0,4247.6499759632525,4323.59597379119,0,0
26 Apr 20:00,0,4362.220558272005,2861.674018666546,0,0
26 Apr 21:00,0,4497.02831938863,5477.883061037383,0,0
26 Apr 22:00,0,4628.420352229167,0,0,0
26 Apr 23:00,0,4739.476937507146,5034.980555134615,0,0
27 Apr 00:00,0,4830.151394343483,4876.433051628307,0,0
27 Apr 01:00,0,4924.222897900033,0,0,0
27 Apr 02:00,0,5003.070694365352,0,0,0
27 Apr 03:00,0,5076.883500018,0,0,0
27 Apr 04:00,0,5147.271070320884,0,0,0
27 Apr 05:00,2689.298308010746,5184.984815386574,0,0,0
27 Apr 06:00,0,5217.254090855892,0,0,0
27 Apr 07:00,0,5246.150385516492,0,0,0
27 Apr 08:00,4488.981236151019,5170.82545299616,0,0,0
27 Apr 09:00,15261.281684051943,5015.259694014818,0,0,0
27 Apr 10:00,17959.681624485198,4863.046570800248,0,0,0
27 Apr 11:00,18860.220373069893,4670.7223550491435,0,0,0
27 Apr 12:00,13460.815298936684,4431.807331143015,0,0,0
27 Apr 13:00,6261.585006758908,4196.4055239850595,1375.5176430005195,0,0
27 Apr 14:00,0,4066.0154657840344,2536.1087400066185,0,0
27 Apr 15:00,0,4003.691486758507,3058.567084480325,0,0
27 Apr 16:00,0,3942.5610148931823,3305.734813823669,0,0
27 Apr 17:00,0,3952.710121121203,0,0,0
27 Apr 18:00,4456.097533727744,4014.802240100986,4117.994146317888,0,0
27 Apr 19:00,0,4077.2787110783465,4629.263705008419,0,0
27 Apr 20:00,0,4151.315229329521,3019.181056993302,0,0
27 Apr 21:00,0,4221.996794451645,5566.03998281087,0,0
27 Apr 22:00,0,4296.115362707648,0,0,0
27 Apr 23:00,0,4330.750741084571,4958.6022207355045,0,0
28 Apr 00:00,0,4342.975767183099,4958.6022207355045,0,0
28 Apr 01:00,0,4351.627855109457,0,0,0
28 Apr 02:00,0,4315.314748653157,0,0,0
28 Apr 03:00,0,4253.054629054467,0,0,0
28 Apr 04:00,0,4190.772107392012,0,0,0
28 Apr 05:00,8086.0848788353405,4129.116597587407,0,0,0
28 Apr 06:00,0,4068.088782494038,0,0,0
28 Apr 07:00,0,4007.022441381859,0,0,0
28 Apr 08:00,2669.9844704534257,3896.948831138819,94.93409628359574,0,0
28 Apr 09:00,17017.140206765125,0,210.82769057426376,0,0
28 Apr 10:00,15296.20439003964,0,138.24302851121826,0,0
28 Apr 11:00,18822.22133433621,0,159.0207172945296,0,0
28 Apr 12:00,17958.40851077112,0,198.21305928700076,0,0
28 Apr 13:00,0,0,217.7749420783788,0,0
28 Apr 14:00,0,0,217.62532701322723,0,0
28 Apr 15:00,0,0,222.01358088568836,0,0
28 Apr 16:00,0,0,220.2480453019658,0,0
28 Apr 17:00,0,0,214.96258142805524,0,0
28 Apr 18:00,0,0,403.0482871719567,0,0
28 Apr 19:00,0,0,325.8778483463547,0,0
28 Apr 20:00,0,0,322.7951492183434,0,0
28 Apr 21:00,0,3188.9326311127334,2694.65734436488,0,0
28 Apr 22:00,0,3260.412272760657,36.735954544502306,0,0
28 Apr 23:00,0,3323.3729042440914,1870.8780407349907,0,0
29 Apr 00:00,0,3398.4163643582033,0,0,0
29 Apr 01:00,0,3470.195255878522,0,0,0
29 Apr 02:00,0,3544.617517546081,0,0,0
29 Apr 03:00,0,3614.9552333488414,0,0,0
29 Apr 04:00,0,3689.0445401192974,0,0,0
29 Apr 05:00,8085.997926144267,3711.1071958756092,0,0,0
29 Apr 06:00,0,3690.0490687086804,0,0,0
29 Apr 07:00,0,3669.243035224621,0,0,0
29 Apr 08:00,2669.958911608033,3648.0984086843764,2173.128589760991,0,0
29 Apr 09:00,13458.47425104166,0,371.50762145290764,0,0
29 Apr 10:00,15220.827312531901,0,138.12934055493955,0,0
29 Apr 11:00,18860.169539928065,0,176.84824743884667,0,0
29 Apr 12:00,17957.26249823635,0,213.34989991420363,0,0
29 Apr 13:00,6298.549864679147,0,229.36091289901105,0,0
29 Apr 14:00,0,0,219.27196144427867,0,0
29 Apr 15:00,0,0,215.21820189061225,0,0
29 Apr 16:00,0,0,208.88790445406428,0,0
29 Apr 17:00,0,0,215.04513237950428,0,0
29 Apr 18:00,0,0,416.39973869824706,0,0
29 Apr 19:00,0,0,385.5126659085469,0,0
29 Apr 20:00,0,0,442.28165599233466,0,0
29 Apr 21:00,0,3646.988597272342,2230.4860264800486,0,0
29 Apr 22:00,0,3759.863273175835,0,0,0
29 Apr 23:00,0,3802.933538625754,1610.9673076208894,0,0
30 Apr 00:00,0,3802.5756155275444,0,0,0
30 Apr 01:00,0,3803.083723019258,0,0,0
30 Apr 02:00,0,3791.0004741324447,0,0,0
30 Apr 03:00,0,3769.968924021852,0,0,0
30 Apr 04:00,0,3749.6852333802585,0,0,0
30 Apr 05:00,8085.994005393509,3729.946090165085,0,0,0
30 Apr 06:00,0,3698.7186582622476,0,0,0
30 Apr 07:00,0,3671.1657200788054,0,0,0
30 Apr 08:00,10741.003860672934,3627.3833686189196,512.177439466691,0,0
30 Apr 09:00,16160.01738663682,0,185.09896721423843,0,0
30 Apr 10:00,16161.38822595861,0,140.98913619130568,0,0
30 Apr 11:00,17920.727995928843,0,152.61907191334333,0,0
30 Apr 12:00,17996.776304051167,0,189.01447941028843,0,0
30 Apr 13:00,0,0,217.10052419703842,0,0
30 Apr 14:00,0,0,222.59310839867805,0,0
30 Apr 15:00,0,0,227.29221447397694,0,0
30 Apr 16:00,0,0,203.68789246892788,0,0
30 Apr 17:00,0,0,217.92809241047152,0,0
30 Apr 18:00,0,0,396.4423441125817,0,0
30 Apr 19:00,0,0,310.5237326919436,0,0
30 Apr 20:00,0,0,330.89908409983593,0,0
30 Apr 21:00,0,3426.199583574236,2069.986848317058,0,0
30 Apr 22:00,0,3507.8277513732687,0,0,0
30 Apr 23:00,0,3612.539757736898,1526.9725407869873,0,0
01 May 00:00,0,3733.2815155982316,0,0,0
01 May 01:00,0,3865.501528600967,0,0,0
01 May 02:00,0,3982.744705533269,0,0,0
01 May 03:00,0,4071.867446476082,0,0,0
01 May 04:00,0,4129.3650956647025,0,0,0
01 May 05:00,8086.0140433597435,4146.464808107517,0,0,0
01 May 06:00,0,4134.788750924125,0,0,0
01 May 07:00,0,4006.5324195708804,0,0,0
01 May 08:00,2669.963644730092,3741.29379564127,33.66431672145732,0,0
01 May 09:00,11658.707133600203,0,217.60267947850798,0,0
01 May 10:00,15257.816224809552,0,108.16946715767035,0,0
01 May 11:00,18856.268700282926,0,169.28695428200078,0,0
01 May 12:00,17995.664472879405,0,202.49530140138418,0,0
01 May 13:00,6288.507221955143,0,207.54362108135987,0,0
01 May 14:00,0,0,216.42578906483462,0,0
01 May 15:00,0,0,230.23959969995985,0,0
01 May 16:00,0,0,231.6452657284934,0,0
01 May 17:00,0,0,227.29158570509708,0,0
01 May 18:00,0,0,406.82752257443263,0,0
01 May 19:00,14340.308496739046,0,337.4414287002616,0,0
01 May 20:00,21509.804379356752,0,419.65973729840266,0,0
01 May 21:00,899.9202909308955,2306.05297370128,3328.137541446196,0,0
01 May 22:00,0,2563.0280060678447,639.3092165041535,0,0
01 May 23:00,0,2750.395497103144,1880.1123953870922,0,0
02 May 00:00,0,2882.439505849427,307.22460404727565,0,0
02 May 01:00,0,3018.5966841825125,0,0,0
02 May 02:00,0,3102.9563221854837,0,0,0
02 May 03:00,0,3132.405830046889,0,0,0
02 May 04:00,0,3165.8733385457685,0,0,0
02 May 05:00,8086.101672544425,3171.1759713531023,0,0,0
02 May 06:00,0,3138.599941000821,0,0,0
02 May 07:00,0,3110.009732129862,0,0,0
02 May 08:00,0,2993.405146118593,281.4534455489382,0,0
02 May 09:00,10795.364107469306,0,244.50769405370383,0,0
02 May 10:00,16088.660872739225,0,101.51364926942271,0,0
02 May 11:00,17995.328811005023,0,158.04014287953547,0,0
02 May 12:00,17929.242266801368,0,204.4613228386987,0,0
02 May 13:00,6300.085453163105,0,196.3859537435277,0,0
02 May 14:00,0,0,217.05842335952028,0,0
02 May 15:00,0,0,253.9324242006784,0,0
02 May 16:00,0,0,209.28837315244536,0,0
02 May 17:00,0,0,215.6874217508573,0,0
02 May 18:00,0,0,425.5968608280918,0,0
02 May 19:00,0,0,346.7861696672241,0,0
02 May 20:00,0,0,432.0426707121632,0,0
02 May 21:00,0,2842.139809221755,3920.188466773417,0,0
02 May 22:00,0,2855.376166907559,333.7108782447238,0,0
02 May 23:00,0,2804.552007727802,2642.6157644084774,0,0
03 May 00:00,0,2713.816354525296,0,0,0
03 May 01:00,0,2619.453235641063,0,0,0
03 May 02:00,0,2552.5154650642307,0,0,0
03 May 03:00,0,2511.205984457098,0,0,0
03 May 04:00,0,2469.758997241247,0,0,0
03 May 05:00,8086.101243156547,2404.2978288727995,0,0,0
03 May 06:00,0,2321.4962934064793,0,0,0
03 May 07:00,0,2238.729715293942,0,0,0
03 May 08:00,0,2107.984184971034,0,0,0
03 May 09:00,9862.095169838549,1954.835169908463,0,0,0
03 May 10:00,18821.09449441699,1797.9573731710298,0,0,0
03 May 11:00,17993.347086897018,1668.5572862803322,0,0,0
03 May 12:00,14396.943735154753,1565.0065456965106,0,0,0
03 May 13:00,6298.581780105523,1461.407038343723,2328.357895089735,0,0
03 May 14:00,0,1369.243880412294,4221.737903548113,0,0
03 May 15:00,0,1273.3545703873658,4607.795952421156,0,0
03 May 16:00,0,1180.9067667757852,4931.018540969045,0,0
03 May 17:00,0,1266.5466405844102,0,0,0
03 May 18:00,3599.0868547335413,1473.0891187986047,6443.511344952772,0,0
03 May 19:00,3599.3189941977944,1679.4218708418377,6308.091838530895,0,0
03 May 20:00,0,1862.013930398127,4647.574745938026,0,0
03 May 21:00,0,2039.7165417489985,5838.181255910692,0,0
03 May 22:00,0,2213.899250699071,1138.5978181624275,0,0
03 May 23:00,0,2355.2442166951546,5839.800419958509,0,0
04 May 00:00,0,2479.274434943,6068.410998567372,0,0
04 May 01:00,0,2603.2539793393985,486.70024060298937,0,0
04 May 02:00,0,2666.8885368903107,468.1505171036296,0,0
04 May 03:00,0,2699.4288145596333,408.80378422834684,0,0
04 May 04:00,0,2728.5394396397255,336.341864915276,0,0
04 May 05:00,8086.103397424163,2749.0870718997107,224.39537439418027,0,0
04 May 06:00,0,2781.796926606632,364.7501994636636,0,0
04 May 07:00,0,2811.03032388113,169.8222781307583,0,0
04 May 08:00,0,2783.263799491309,622.4282588643091,0,0
04 May 09:00,8953.423318109142,2709.0096023768274,621.9762027275019,0,0
04 May 10:00,15295.61772829935,2638.177385200334,0,0,0
04 May 11:00,18821.504835838736,2551.9085407533203,0,0,0
04 May 12:00,13496.827028198799,2448.308794508383,0,0,0
04 May 13:00,6298.065468561086,2344.7295153738546,2939.987491239251,0,0
04 May 14:00,0,2338.3400216500704,5027.933234887997,0,0
04 May 15:00,0,2413.0998645041022,4958.6022207355045,0,0
04 May 16:00,0,2484.466336817757,4958.6022207355045,0,0
04 May 17:00,0,2558.841378367449,0,0,0
04 May 18:00,0,2629.3995008752204,6191.223222282185,0,0
04 May 19:00,0,2703.5450966056137,6667.040764779366,0,0
04 May 20:00,0,2810.1390786792194,4840.540263098945,0,0
04 May 21:00,0,2921.7185221308405,7747.39159805078,0,0
04 May 22:00,0,3036.8540357040024,1513.5854617616344,0,0
04 May 23:00,0,3124.7058941609776,7347.170667703449,0,0
05 May 00:00,0,3186.7216345201955,7092.105389934328,0,0
05 May 01:00,0,3248.768420300396,78.85305704565627,0,0
05 May 02:00,0,3298.6149183643643,345.022262940536,0,0
05 May 03:00,0,3339.825697948972,524.151246524595,0,0
05 May 04:00,0,3369.0230660714988,109.30428599937399,0,0
05 May 05:00,8085.994004450985,3401.681334649191,257.8315830800561,0,0
05 May 06:00,0,3443.0110636152335,247.67857310007813,0,0
05 May 07:00,0,3484.1547579449775,309.28853988260477,0,0
05 May 08:00,11664.598728776511,3416.286261735544,2137.1098071244255,0,0
05 May 09:00,12560.745505105757,0,433.74290279235015,0,0
05 May 10:00,15221.034909477843,0,186.57404768447483,0,0
05 May 11:00,18860.416990293026,0,245.6620207970267,0,0
05 May 12:00,17957.498712410612,0,288.19953888929973,0,0
05 May 13:00,6298.629635486867,0,295.8365119583511,0,0
05 May 14:00,0,0,286.97225617587776,0,0
05 May 15:00,0,0,282.510611640312,0,0
05 May 16:00,0,0,273.5743552091569,0,0
05 May 17:00,0,0,252.2173272243863,0,0
05 May 18:00,0,0,478.8158793885387,0,0
05 May 19:00,0,0,367.70897563399967,0,0
05 May 20:00,0,0,488.4369716867086,0,0
05 May 21:00,0,3372.1817730219404,5174.591709171013,0,0
05 May 22:00,0,3422.045934092302,2091.9085970855845,0,0
05 May 23:00,0,3475.3187669132258,2734.8766684628717,0,0
06 May 00:00,0,3537.123790710903,1078.975728349162,0,0
06 May 01:00,0,3598.9335363352457,280.4895533554248,0,0
06 May 02:00,0,3624.688761622037,236.12978312748032,0,0
06 May 03:00,0,3612.733020601768,193.6671366164725,0,0
06 May 04:00,0,3604.1949644041956,85.87008648848878,0,0
06 May 05:00,8086.014021107684,3604.1949644041956,0,0,0
06 May 06:00,0,3592.0795904294514,0,0,0
06 May 07:00,0,3583.424743063971,0,0,0
06 May 08:00,0,3607.3366736925195,1231.6152674706925,0,0
06 May 09:00,11695.704783483343,0,358.49915170208334,0,0
06 May 10:00,15260.11769594464,0,80.1732455381048,0,0
06 May 11:00,18853.15785111759,0,147.29171236743971,0,0
06 May 12:00,17995.66142762805,0,240.513028868618,0,0
06 May 13:00,6288.313752865379,0,260.5628701291983,0,0
06 May 14:00,0,0,268.699154560978,0,0
06 May 15:00,0,0,275.6517147470785,0,0
06 May 16:00,0,0,274.12807124408465,0,0
06 May 17:00,0,0,256.43638255120425,0,0
06 May 18:00,0,0,444.7670865291197,0,0
06 May 19:00,14340.165391551309,0,363.63148134493804,0,0
06 May 20:00,6298.623714887639,0,374.43254144174904,0,0
06 May 21:00,0,3582.1331999347312,3864.753513015365,0,0
06 May 22:00,0,3766.276526056492,452.00060966894097,0,0
06 May 23:00,0,3928.5934152617415,2107.5265588856896,0,0
07 May 00:00,0,4086.707876168959,0,0,0
07 May 01:00,0,4240.017362194793,0,0,0
07 May 02:00,0,4419.175599016584,0,0,0
07 May 03:00,0,4611.012437474973,0,0,0
07 May 04:00,0,4806.0328796559825,0,0,0
07 May 05:00,8086.102886926412,4735.423869784297,0,0,0
07 May 06:00,0,4456.932255314218,0,0,0
07 May 07:00,0,4181.606934310436,0,0,0
07 May 08:00,0,3948.9248747852525,448.2401741033027,0,0
07 May 09:00,11659.406865853105,0,230.29219026692522,0,0
07 May 10:00,15221.208945914512,0,123.43178812956576,0,0
07 May 11:00,18860.623644387557,0,172.25414244867508,0,0
07 May 12:00,17957.695303975986,0,201.75123536570126,0,0
07 May 13:00,6298.696035730524,0,210.65755952207772,0,0
07 May 14:00,0,0,212.06508938974366,0,0
07 May 15:00,0,0,230.43199945276396,0,0
07 May 16:00,0,0,233.71313313644654,0,0
07 May 17:00,0,0,228.71265654872056,0,0
07 May 18:00,0,0,400.28959616310766,0,0
07 May 19:00,0,0,418.73514770766036,0,0
07 May 20:00,0,0,432.18055870933784,0,0
07 May 21:00,0,2984.0027703488154,4448.531419209811,0,0
07 May 22:00,0,3252.8498285584187,614.8507715597552,0,0
07 May 23:00,0,3533.1523485199446,2112.0836501886283,0,0
08 May 00:00,0,3809.937893986658,277.95619514684444,0,0
08 May 01:00,0,4091.518895653581,0,0,0
08 May 02:00,0,4127.88245048904,0,0,0
08 May 03:00,0,3993.808906053488,0,0,0
08 May 04:00,0,3857.3318758143246,0,0,0
08 May 05:00,2689.29865778489,3712.7933217859404,0,0,0
08 May 06:00,0,3580.531534714912,0,0,0
08 May 07:00,0,3445.9836261871774,0,0,0
08 May 08:00,3588.96715965962,3241.6151993776384,329.21106810866223,0,0
08 May 09:00,11622.577799980505,0,310.22075433538765,0,0
08 May 10:00,15295.591707397441,0,135.81160490311743,0,0
08 May 11:00,17919.472722166145,0,191.28908967352572,0,0
08 May 12:00,18860.20216425786,0,224.45907789923413,0,0
08 May 13:00,5396.938838709929,0,225.42127438873194,0,0
08 May 14:00,0,0,211.9217583953729,0,0
08 May 15:00,0,0,194.03144930352505,0,0
08 May 16:00,0,0,260.84206089015026,0,0
08 May 17:00,0,0,238.58688385961116,0,0
08 May 18:00,0,0,400.10767774030165,0,0
08 May 19:00,0,0,340.4975855843364,0,0
08 May 20:00,0,0,389.57925937325876,0,0
08 May 21:00,0,2065.7969898101364,4966.210379007892,0,0
08 May 22:00,0,2182.2030217595616,1498.3779108913961,0,0
08 May 23:00,0,2391.0465726864427,1937.6126716792353,0,0
09 May 00:00,0,2647.8776196242443,1480.192680853206,0,0
09 May 01:00,0,2908.4352325292493,601.6671222637891,0,0
09 May 02:00,0,3164.8359886567764,355.32370506860394,0,0
09 May 03:00,0,3400.21223104411,346.21494828108143,0,0
09 May 04:00,0,3639.5112774439967,332.85132326492584,0,0
09 May 05:00,5387.648260403211,3754.505984739922,269.45832840077486,0,0
09 May 06:00,0,3774.9242026519346,48.971053254710505,0,0
09 May 07:00,0,3796.07623662743,148.9640688700696,0,0
09 May 08:00,0,3745.047227831901,403.5475978922978,0,0
09 May 09:00,9857.71049901108,0,295.1896673001268,0,0
09 May 10:00,16160.867016505637,0,113.3279768325309,0,0
09 May 11:00,17957.575514279157,0,182.73041101230373,0,0
09 May 12:00,18822.982109079876,0,225.64072923179242,0,0
09 May 13:00,5396.4084389789305,0,236.05846605291126,0,0
09 May 14:00,0,0,230.55851460743065,0,0
09 May 15:00,0,0,232.58994682981896,0,0
09 May 16:00,0,0,226.88414918130556,0,0
09 May 17:00,0,0,222.72706427608986,0,0
09 May 18:00,0,0,460.19252313093807,0,0
09 May 19:00,0,0,424.82728620784275,0,0
09 May 20:00,0,0,443.4273580693191,0,0
09 May 21:00,0,4154.053558347906,4719.160856718271,0,0
09 May 22:00,0,4387.8516834263855,860.0242619584861,0,0
09 May 23:00,0,4517.4730720597445,2272.336678866341,0,0
10 May 00:00,0,4578.666179179369,584.3440266945267,0,0
10 May 01:00,0,4639.9014905676,0,0,0
10 May 02:00,0,4653.213833976585,0,0,0
10 May 03:00,0,4632.385739964348,0,0,0
10 May 04:00,0,4611.510494518324,0,0,0
10 May 05:00,8086.101744496566,4603.049176342004,0,0,0
10 May 06:00,0,4603.258413160765,0,0,0
10 May 07:00,0,4603.408245720424,0,0,0
10 May 08:00,898.0943628574997,4494.723624797497,826.4337034559172,0,0
10 May 09:00,15259.64662526627,4296.314975470085,0,0,0
10 May 10:00,17929.739895678766,4101.429598772614,0,0,0
10 May 11:00,18647.565351480895,3938.7381492903514,0,0,0
10 May 12:00,11865.38247409875,3781.887063840954,0,0,0
10 May 13:00,5397.196001877955,3629.835314617711,1957.726153296404,0,0
10 May 14:00,0,3497.5560898417243,3374.1807912144654,0,0
10 May 15:00,0,3385.5909483780765,3915.584238953806,0,0
10 May 16:00,0,3271.39605900016,4076.6501110860977,0,0
10 May 17:00,0,3219.5735562063714,0,0,0
10 May 18:00,0,3218.7621612877433,4617.97865528222,0,0
10 May 19:00,0,3218.996523571484,5374.51284149317,0,0
10 May 20:00,0,3327.3728915404213,3995.0691989388984,0,0
10 May 21:00,0,3501.414974505409,6136.635395848829,0,0
10 May 22:00,0,3679.986582983749,307.75208861093097,0,0
10 May 23:00,0,3829.7379793609603,5451.021979333568,0,0
